regime,train_years,val_year,test_years,n_train,n_val,n_test,best_iter,val_auc,val_ap,test_auc,test_ap,test_ap_lift,test_brier_raw,test_brier_calibrated,test_pos_rate
postcovid,2018-2019,2020,2020-2021,163932,78825,156847,42,0.8315629421534219,0.3120213674508518,0.8245506876458399,0.28694476811725966,6.046000274702825,0.040664322674274445,0.03889233618974686,0.04746026382398133
