regime,train_years,val_year,test_years,n_train,n_val,n_test,best_iter,val_auc,val_ap,test_auc,test_ap,test_ap_lift,test_brier_raw,test_brier_calibrated,test_pos_rate
precovid,2009-2014,2015,2015-2016,1940429,97960,184770,3,0.8763325513354094,0.5267217544166761,0.8468050056888282,0.3813952511456133,18.574169887763567,0.018172891810536385,0.014770236797630787,0.02053363641283758
