regime,train_years,test_years,n_test,test_pos_rate,test_auc,test_ap,test_ap_lift,test_brier_calibrated
precovid,2009-2014,2015-2016,184770,0.02053363641283758,0.8468050056888282,0.3813952511456133,18.574169887763567,0.014770236797630787
postcovid,2018-2019,2020-2021,156847,0.04746026382398133,0.8245506876458399,0.28694476811725966,6.046000274702825,0.03889233618974686
