regime,train_years,val_year,test_years,n_train,n_val,n_test,best_iter,val_auc,val_ap,test_auc,test_ap,test_ap_lift,test_brier_raw,test_brier_calibrated,test_pos_rate
postcovid,2014-2015,2016,2017-2018,200315,86755,168132,55,0.8050347520272259,0.3879647499528591,0.7739057241854671,0.321997630552445,6.6705403671813315,0.04074731469154358,0.03813248127698898,0.04827159612685271
