regime,train_years,val_year,test_years,n_train,n_val,n_test,best_iter,val_auc,val_ap,test_auc,test_ap,test_ap_lift,test_brier_raw,test_brier_calibrated,test_pos_rate
precovid,2009-2011,2012,2012-2013,1444380,249889,393582,9,0.9365054666051088,0.5610747435786276,0.9197084234296141,0.4921801084454084,34.45628449700475,0.01068965531885624,0.00854301918298006,0.014284189825754226
