lever_dropped,n_features,fold,train_years,val_year,test_years,n_train,n_val,n_test,best_iter,val_auc,val_ap,test_auc,test_ap,test_ap_lift,test_brier_raw,test_brier_calibrated,test_pos_rate
branch_access,17,F3,2009-2014,2015,2016-2017,1940429,97960,171760,70,0.9156266307744294,0.46130542478677317,0.8601299982632741,0.2115385298056443,11.983462361285445,0.015500606968998909,0.015614441595971584,0.017652538425710292
branch_access,17,F4,2009-2015,2016,2017-2018,2038389,86810,169134,67,0.8526262307904642,0.1679433607211768,0.867098282577381,0.25815291169838256,15.941012985467045,0.014346576295793056,0.014494180679321289,0.016194260172407677
branch_access,17,F5,2009-2016,2017,2018-2019,2125199,84950,163932,119,0.8779839221712825,0.32669354625215963,0.7793083069961162,0.16229813683516908,5.111596189752725,0.03068702295422554,0.030103707686066628,0.031750969914354735
branch_access,17,F6,2009-2017,2018,2019-2020,2210149,84184,158573,49,0.8609311147703109,0.22494061822824138,0.751034906223334,0.23563316466009135,4.679406113919181,0.04838302731513977,0.044491030275821686,0.050355356838806105
branch_access,17,F7,2009-2018,2019,2020-2021,2294333,79748,156847,122,0.7869810612614381,0.3327704721599231,0.7639479501512922,0.21034711505144907,4.432067968091703,0.04496368393301964,0.0414329431951046,0.04746026382398133
branch_access,17,F8,2009-2019,2020,2021-2021,2374081,78825,78022,85,0.8246443031252397,0.2999279655042884,0.7986860028535165,0.24565666237735864,5.558765693737319,0.04003234580159187,0.037573281675577164,0.04419266360770039
mdi_mission_lender,16,F1,2009-2012,2013,2014-2015,1694334,143695,200360,11,0.9004565478560381,0.3868140675208032,0.8701512165301306,0.4394569143980583,19.884730661426143,0.019808558747172356,0.014703198336064816,0.022100219604711518
mdi_mission_lender,16,F2,2009-2013,2014,2015-2016,1838029,102400,184770,55,0.8896072464740885,0.34641261053266514,0.8789734850456731,0.31624647416902507,15.401386671642268,0.017503945156931877,0.0159483440220356,0.02053363641283758
mdi_mission_lender,16,F3,2009-2014,2015,2016-2017,1940429,97960,171760,26,0.8989644624540936,0.44414121127373996,0.8395484427622906,0.19979034384871666,11.317938476073738,0.015717679634690285,0.015685534104704857,0.017652538425710292
mdi_mission_lender,16,F4,2009-2015,2016,2017-2018,2038389,86810,169134,266,0.8694765363264467,0.18046543225522327,0.8658507430638777,0.22538052560236127,13.917309170218974,0.014273015782237053,0.014692075550556183,0.016194260172407677
mdi_mission_lender,16,F5,2009-2016,2017,2018-2019,2125199,84950,163932,256,0.8822407212454726,0.3297043777359343,0.7886336569509836,0.14234805333941544,4.483266297797704,0.030741121619939804,0.030133234336972237,0.031750969914354735
mdi_mission_lender,16,F6,2009-2017,2018,2019-2020,2210149,84184,158573,57,0.8570764610341209,0.21742696783737023,0.7524723488849612,0.2410529445148601,4.787036765254215,0.04838711768388748,0.04432515427470207,0.050355356838806105
mdi_mission_lender,16,F7,2009-2018,2019,2020-2021,2294333,79748,156847,334,0.8091655241634529,0.3608903270418747,0.7837355616424478,0.2303658653193378,4.853868199589224,0.04459547996520996,0.040831632912158966,0.04746026382398133
mdi_mission_lender,16,F8,2009-2019,2020,2021-2021,2374081,78825,78022,65,0.8122191837295607,0.3024159570118511,0.7836398465635934,0.23707202172437214,5.364510811768841,0.0406189039349556,0.037838369607925415,0.04419266360770039
ssbci_state_policy,16,F1,2009-2012,2013,2014-2015,1694334,143695,200360,24,0.9102194274700571,0.3982934059961111,0.8832109498574077,0.4530283842214776,20.498818216489443,0.01898156851530075,0.01465403288602829,0.022100219604711518
ssbci_state_policy,16,F2,2009-2013,2014,2015-2016,1838029,102400,184770,67,0.8953801236654741,0.3461190363572049,0.8831210925861517,0.31830059223425133,15.50142341252573,0.017563289031386375,0.015943869948387146,0.02053363641283758
ssbci_state_policy,16,F3,2009-2014,2015,2016-2017,1940429,97960,171760,13,0.8972743177435004,0.4574672670024634,0.8345399739165839,0.20338835449988527,11.52176245676131,0.015927402302622795,0.01558211725205183,0.017652538425710292
ssbci_state_policy,16,F4,2009-2015,2016,2017-2018,2038389,86810,169134,165,0.866651363589408,0.1820497374296953,0.8803584947517027,0.33916617955978423,20.94360445916924,0.012565366923809052,0.013579043559730053,0.016194260172407677
ssbci_state_policy,16,F5,2009-2016,2017,2018-2019,2125199,84950,163932,15,0.8583462365582765,0.3177163930428452,0.7686486588748822,0.3028183839091949,9.537295544861122,0.028026718646287918,0.026006227359175682,0.031750969914354735
ssbci_state_policy,16,F6,2009-2017,2018,2019-2020,2210149,84184,158573,4,0.8313126787309248,0.3423250914177653,0.7013690773828042,0.27752109788395896,5.511252730714217,0.047908324748277664,0.044471994042396545,0.050355356838806105
ssbci_state_policy,16,F7,2009-2018,2019,2020-2021,2294333,79748,156847,85,0.7828843433937978,0.33919315470276795,0.7637949936322419,0.23574740322185564,4.9672585912329925,0.044189415872097015,0.040619876235723495,0.04746026382398133
ssbci_state_policy,16,F8,2009-2019,2020,2021-2021,2374081,78825,78022,77,0.8120195393511889,0.3027644295345336,0.7772313581825356,0.22596916976229758,5.113273365195471,0.04136780649423599,0.03802064061164856,0.04419266360770039
microlender_ecosystem,19,F1,2009-2012,2013,2014-2015,1694334,143695,200360,24,0.9132817566504617,0.401636200020684,0.8859159480666015,0.45600376015019306,20.633449273643336,0.01860731653869152,0.014747795648872852,0.022100219604711518
microlender_ecosystem,19,F2,2009-2013,2014,2015-2016,1838029,102400,184770,58,0.8965769731007363,0.3602592012883575,0.8837700783270068,0.33054789764374337,16.097874287726533,0.01717485673725605,0.015508963726460934,0.02053363641283758
microlender_ecosystem,19,F3,2009-2014,2015,2016-2017,1940429,97960,171760,69,0.9164113007943673,0.4601857562112373,0.8606852568149528,0.21523966111673357,12.193128032127362,0.015489191748201847,0.015570915304124355,0.017652538425710292
microlender_ecosystem,19,F4,2009-2015,2016,2017-2018,2038389,86810,169134,152,0.8673190184069575,0.17647383099865735,0.8707353841087369,0.2331800945140316,14.398934686212566,0.01433353777974844,0.01461348682641983,0.016194260172407677
microlender_ecosystem,19,F5,2009-2016,2017,2018-2019,2125199,84950,163932,228,0.8854691187905844,0.3319841424563111,0.789752252986261,0.13724971224179142,4.322693530686138,0.030673762783408165,0.030129510909318924,0.031750969914354735
microlender_ecosystem,19,F6,2009-2017,2018,2019-2020,2210149,84184,158573,39,0.8533853680984806,0.2137476829038275,0.7440213844093915,0.2370458500288555,4.7074604353945775,0.04841325432062149,0.044385477900505066,0.050355356838806105
microlender_ecosystem,19,F7,2009-2018,2019,2020-2021,2294333,79748,156847,398,0.8113232931235934,0.3582605188693316,0.7830750058886526,0.23082936006529858,4.863634153433892,0.04435468465089798,0.040814951062202454,0.04746026382398133
microlender_ecosystem,19,F8,2009-2019,2020,2021-2021,2374081,78825,78022,114,0.8282662398195815,0.31012422790435723,0.8084685845455241,0.259777781308341,5.878301059524183,0.039383046329021454,0.03723820671439171,0.04419266360770039
residualized_concentration,17,F1,2009-2012,2013,2014-2015,1694334,143695,200360,16,0.8709171810312878,0.3518918452568097,0.8488020651247826,0.41920182940284506,18.968220085626477,0.01913437806069851,0.015638846904039383,0.022100219604711518
residualized_concentration,17,F2,2009-2013,2014,2015-2016,1838029,102400,184770,38,0.8515052595743544,0.325944750805862,0.8355110020908361,0.30284106509034253,14.748535476210488,0.017484677955508232,0.015537593513727188,0.02053363641283758
residualized_concentration,17,F3,2009-2014,2015,2016-2017,1940429,97960,171760,36,0.8759119054466736,0.43797470076041817,0.8066717047383815,0.18610853132846605,10.542876431720757,0.01573036052286625,0.015728281810879707,0.017652538425710292
residualized_concentration,17,F4,2009-2015,2016,2017-2018,2038389,86810,169134,392,0.8280918312666138,0.16137528976590934,0.810502504624707,0.19179028916360844,11.843102872361355,0.01456131786108017,0.014968935400247574,0.016194260172407677
residualized_concentration,17,F5,2009-2016,2017,2018-2019,2125199,84950,163932,20,0.8243153133173127,0.29981141006339107,0.6857541813208884,0.17370137603808852,5.470742358631302,0.030878210440278053,0.030296295881271362,0.031750969914354735
residualized_concentration,17,F6,2009-2017,2018,2019-2020,2210149,84184,158573,43,0.8220839006890417,0.2043799829221403,0.6577352441131661,0.19739723021650193,3.920084030948198,0.04863537847995758,0.04472751170396805,0.050355356838806105
residualized_concentration,17,F7,2009-2018,2019,2020-2021,2294333,79748,156847,166,0.703613682065284,0.2828248670255718,0.6495766634098212,0.14464528946715122,3.047713556831578,0.045569419860839844,0.04314208775758743,0.04746026382398133
residualized_concentration,17,F8,2009-2019,2020,2021-2021,2374081,78825,78022,43,0.667783988936216,0.1852863207624216,0.6522549998142582,0.13123575939125923,2.9696277317937434,0.04193578660488129,0.040492743253707886,0.04419266360770039
residualized_lender_mix,17,F1,2009-2012,2013,2014-2015,1694334,143695,200360,3,0.8705335037939992,0.37278610377544574,0.8463251841231131,0.4345379270662627,19.662154260839294,0.020304840058088303,0.014763050712645054,0.022100219604711518
residualized_lender_mix,17,F2,2009-2013,2014,2015-2016,1838029,102400,184770,112,0.8946381132267953,0.43938265157222584,0.8903529554934302,0.3944067885903365,19.207839306229964,0.016111424192786217,0.014880076050758362,0.02053363641283758
residualized_lender_mix,17,F3,2009-2014,2015,2016-2017,1940429,97960,171760,167,0.9195810259820383,0.5567945181985442,0.8669705529243864,0.22506517458731987,12.749734296542897,0.015255898237228394,0.015475280582904816,0.017652538425710292
residualized_lender_mix,17,F4,2009-2015,2016,2017-2018,2038389,86810,169134,272,0.8707034744130536,0.1772437418892172,0.8686078889093055,0.24128884548168913,14.899652278824393,0.014112522825598717,0.014170955866575241,0.016194260172407677
residualized_lender_mix,17,F5,2009-2016,2017,2018-2019,2125199,84950,163932,260,0.8810568214826207,0.3128654989238249,0.7858756284927304,0.1833191449843118,5.7736549616845725,0.030322188511490822,0.030001679435372353,0.031750969914354735
residualized_lender_mix,17,F6,2009-2017,2018,2019-2020,2210149,84184,158573,28,0.8405319215493354,0.28463864532045474,0.7436554903900068,0.23381004790559393,4.643201092865842,0.04848853126168251,0.0443316251039505,0.050355356838806105
residualized_lender_mix,17,F7,2009-2018,2019,2020-2021,2294333,79748,156847,180,0.7946656397795795,0.3435156919394129,0.7715279133178242,0.2249840656839826,4.7404722931670635,0.04477855935692787,0.04106072336435318,0.04746026382398133
residualized_lender_mix,17,F8,2009-2019,2020,2021-2021,2374081,78825,78022,78,0.8022063946104092,0.2801840926452664,0.7782378387197519,0.23387247130800265,5.292110776216062,0.04062063619494438,0.03790269419550896,0.04419266360770039
residualized_loan_size,18,F1,2009-2012,2013,2014-2015,1694334,143695,200360,30,0.9182207439305723,0.39504010472917384,0.8868408519623378,0.4581105578579054,20.72877853938797,0.01809900812804699,0.014630972407758236,0.022100219604711518
residualized_loan_size,18,F2,2009-2013,2014,2015-2016,1838029,102400,184770,35,0.887407165730596,0.3644684361765375,0.8764220708884438,0.32916765864325276,16.030655848053193,0.01725965552031994,0.015438788570463657,0.02053363641283758
residualized_loan_size,18,F3,2009-2014,2015,2016-2017,1940429,97960,171760,13,0.9018391790679949,0.4543760360377755,0.8406987197642983,0.19273764074344274,10.918409358210333,0.015860488638281822,0.01579413190484047,0.017652538425710292
residualized_loan_size,18,F4,2009-2015,2016,2017-2018,2038389,86810,169134,23,0.8362061368789175,0.16688775902830483,0.8569791300893843,0.2607379068170321,16.10063714187364,0.014486610889434814,0.014490082859992981,0.016194260172407677
residualized_loan_size,18,F5,2009-2016,2017,2018-2019,2125199,84950,163932,221,0.8855494001892235,0.33284705248847835,0.7938066535823775,0.17852506160322282,5.622664822044096,0.030438939109444618,0.029810944572091103,0.031750969914354735
residualized_loan_size,18,F6,2009-2017,2018,2019-2020,2210149,84184,158573,39,0.8554951354104817,0.22827482922747117,0.7457772249542386,0.2460189117188971,4.885655214527322,0.048192135989665985,0.0440358892083168,0.050355356838806105
residualized_loan_size,18,F7,2009-2018,2019,2020-2021,2294333,79748,156847,399,0.8148948584173737,0.3693957734336185,0.788854128055849,0.2332942358016797,4.915569720954602,0.04432637616991997,0.04072096198797226,0.04746026382398133
residualized_loan_size,18,F8,2009-2019,2020,2021-2021,2374081,78825,78022,155,0.8342363632124287,0.30887121508467297,0.8155773770266467,0.2580651321262716,5.839546907991869,0.03895459324121475,0.03725261613726616,0.04419266360770039
