fold,train_years,val_year,test_years,n_train,n_val,n_test,best_iter,val_auc,val_ap,test_auc,test_ap,test_ap_lift,test_brier_raw,test_brier_calibrated,test_pos_rate
F1,2009-2010,2011,2012-2013,1198055,246325,393582,265,0.9009579349516428,0.45573745692053774,0.9420301511277426,0.5139024472966285,35.97701049660292,0.010360976681113243,0.009058292955160141,0.014284189825754226
F2,2009-2011,2012,2013-2014,1444380,249889,246063,9,0.9365054666051088,0.5610747435786276,0.8927423937148421,0.5054631799253877,26.678632870437728,0.013453819788992405,0.011483028531074524,0.018946367393716242
F3,2009-2012,2013,2014-2015,1694269,143693,200315,60,0.9315299409941409,0.4666215884500006,0.9299414455643775,0.6722755768473907,28.488868664308246,0.011654513888061047,0.011338415555655956,0.023597833412375507
F4,2009-2013,2014,2015-2016,1837962,102370,184700,267,0.9362353125565996,0.6427536764223297,0.8623204999571448,0.4888197351017424,13.727384076827098,0.024278705939650536,0.023230355232954025,0.03560909583107742
F5,2009-2014,2015,2016-2017,1940332,97945,171646,215,0.9487086231250198,0.7313475622446785,0.7859312448163475,0.32654770800570115,6.557160492319441,0.04171014577150345,0.040690675377845764,0.04980017011756755
F6,2009-2015,2016,2017-2018,2038277,86755,168132,145,0.807666649184302,0.3730517934990155,0.7608870982049158,0.275808222860226,5.713675224979734,0.04276040568947792,0.03951277583837509,0.04827159612685271
