fold,train_years,val_year,test_years,n_train,n_val,n_test,best_iter,val_auc,val_ap,test_auc,test_ap,test_ap_lift,test_brier_raw,test_brier_calibrated,test_pos_rate
F1,2009-2014,2015,2016-2017,488147,94584,170106,19,0.9327584396061167,0.4223114525119259,0.8820321739724324,0.1594070180660672,9.395734655282892,0.015617333352565765,0.015658920630812645,0.016965891855666465
F2,2009-2015,2016,2017-2018,582731,85797,168196,77,0.8973958694643585,0.21216386307542692,0.8843750825416877,0.14781292450789357,9.711540097863152,0.013853571377694607,0.013895506039261818,0.015220338176888868
F3,2009-2016,2017,2018-2019,668528,84309,163614,205,0.8958981303110762,0.19820206957782255,0.9035106275801864,0.23501699281894017,15.823897227604146,0.01283857598900795,0.012756521813571453,0.014852029777402912
F4,2009-2017,2018,2019-2020,752837,83887,158588,200,0.8843902263532133,0.11598945690648978,0.9132686750327812,0.2954902920068199,20.207509456135213,0.012363418936729431,0.012574947439134121,0.014622796176255455
F5,2009-2018,2019,2020-2021,836724,79727,157747,48,0.9303701028450359,0.41971657979911214,0.8263379246724145,0.16557176766103932,5.833917720175557,0.026368428021669388,0.025937631726264954,0.028380888384565157
F6,2009-2019,2020,2021-2022,916451,78861,157316,184,0.925346837747238,0.26042244421999927,0.822603071190888,0.16607325488162217,4.492087373617138,0.034924380481243134,0.03506537526845932,0.03697017468026138
F7,2009-2020,2021,2022-2023,995312,78886,155554,16,0.8059319127997108,0.19894159936780714,0.7941034386401224,0.10012581779806279,3.88888176323592,0.024909164756536484,0.02419804409146309,0.025746686038288953
F8,2009-2021,2022,2023-2024,1074198,78430,77124,306,0.8193808479113456,0.12133989330315065,0.826261528689649,0.10480280940541467,4.639960891264754,0.02144160494208336,0.02111300453543663,0.02258700274882008
