regime,train_years,val_year,test_years,n_train,n_val,n_test,best_iter,val_auc,val_ap,test_auc,test_ap,test_ap_lift,test_brier_raw,test_brier_calibrated,test_pos_rate
postcovid,2020-2021,2022,2023-2024,157747,78430,77124,205,0.8131659738005867,0.1255691265180515,0.7336580608142329,0.07755225296615477,3.433490216855178,0.02212151512503624,0.022167067974805832,0.02258700274882008
