regime,train_years,val_year,test_years,n_train,n_val,n_test,best_iter,val_auc,val_ap,test_auc,test_ap,test_ap_lift,test_brier_raw,test_brier_calibrated,test_pos_rate
precovid,2009-2017,2018,2018-2019,752837,83887,163614,7,0.7927082305658354,0.06602518974871613,0.8172456601498703,0.1444629974376309,9.726818462041376,0.014346349984407425,0.0136901019141078,0.014852029777402912
